,Review_title,Review_text,Ratings
2194,Simply awesome,"Got this for 61k. Great value for money. Best infact at this price point. Battery 6-7 hours on idle or low usage(brightness 50%, silent mode).
Performance is exceptional.
Tried 5 games(days gone-75-90fps, max temp 78c/88c)
Control, gta v, rdr2, forza horizon 4. All games played at high settings. Control on ultra. N valorant on ultra.
Played continuously for 6 hours but have to put laptop on charge while playing. Which is normal for gaming laptops.
RGB keyboard is nice, but I wish the breathe...
READ MORE",5
2195,Fabulous!,"Its a Value for money laptop here is what i have found:

1-> Intel Cpu is surely better than 4600h in terms of gaming, hence you see more fps but if you are buying for video editing etc go for 4600h as it is better because of more cores.

2-> because of i5 you get full utilization of 1650 gpu, there is no bottlenecking of any kind.

3-> Temps while gaming go above 90 degrees easily, but even in those temps i could not find any thermal throttling.

4-> To keep temps down you can easily use thr...
READ MORE",5
2196,Really Nice,"This product is awesome in the price it is available.....but the main concern is its battery backup it's only 4 to 5 hours with causal use..but we can increase its backup with the asus custom software according to model.....I really love this product....it's good for productivity and gaming totally awesome
If you guys have a higher budget go with the ryzen one is way more interesting in everything........",4
2197,Mind-blowing purchase,"I written this review after 15-20 days using continuously. After doing many research on laptop finally I got this beast🔥🔥 this best laptop in this price range. It is better for coding normal usage battery backup of this laptop is 5-6 hours, when using this laptop at turbo mode it gives 3 hrs battery backup,
RGB Keyboard is Great😍
Boot time 3-5 sec
Overall this is best laptop it's all rounder laptop. Definitely you should go with this beast. Battery fully charged in 1hr",5
2198,Excellent,Best laptop but battery life not good I am using this laptop from 2 months performance of the laptop is so good it working perfectly,5
2199,Excellent,"I Got this TUF in 22nd August 2021.after 1 week of usage its simply amazing and beautiful. Its suitable for all of office works and games .Fastest charging battery backup upto 4 hrs for normal task. Flipkart delivery is very fast, laptop was delivered within one day from my order date. So highly recommend its really worth for your money i assured that, if you will get you will never disappointed. 🙂🙂🙂",5
2200,Excellent,"Screen: Best I can say... 144hz is something else it's the best n antiglare gives out Matt finish to the screen. Good for eyes health.

Performance: not even a single milliseconds lag..super smooth and best amazing.

Cooling system: it's removes heat quickly and efficiently and it has two fans. Always buy a laptop which includes two fan. No hearing is experienced...just a little while gaming may little warmer type on under side of the body while Playing games.

Keyboard- I like it and RGB is ...
READ MORE",5
2201,Terrific,Great Performance..Design is great 5/5… Loved the Keypad…TUF series is great for gaming… Battery Backup 4/5… Overall 4.5/5,5
2202,Awesome,"i love this Laptop.. i really like it
1) real 144hz display
2) sound quality is too good
3) gaming performance is best
4) very useful for working as well
etc
I'll give 5 out 5 for this laptop",5
2203,Mind-blowing purchase,"It's a bang for the buck go for it if you don't much care about battery rest it's a super powerful machine and the build quality is just amazing right now i got it and it's my 1st impressions will give a full review after 15 days.

Editing this review after using this beast for 4 months.
Pros-

1.Plays any game Even AAA titles don't underestimate the GTX1650 onboard it just kills off every other laptop in this price segment.Also due to GPU shortage game developers now making new games optimi...
READ MORE",5
2204,Highly recommended,"After I recieved this laptop I can surely say that this laptop is awesome and value for money. Really a beast laptop it's RGB is looks awesome and it's design is like a gaming laptop as it's name already suggest it.
If you go for this laptop you won't be regrate on your decision. All its accessories are upgradable you can add more ram,SSD,hdd. 144hz display looks so bright and smooth. Only thing you feel some disappointed is battery backup if you do only normal task than it gives more than 4...
READ MORE",5
2205,Terrific purchase,"Just go for it guys. It beats all the expectations. I've Rated everything below. Please see it.

1. Boot time - Less than 10 seconds
2. Screen quality - 10/10
3. Battery - 8/10 ( Wish it could have been better )
4. Speakers - 10/10 ( Audible even there is a TV is running. Definitely beats the expectations )
5. RGB Colours in keyboard is awesome and highly customisable. I've set it to only green. It will blink in different colours also.
6. Design & Looks - 10/10 Beast looking.
7. Performance ...
READ MORE",5
2206,Fair,"Performance is good for the price
Build quality and desgin also good for the price
Display good but color accuracy less.....all the laptop in this price range come with this display..so adjust
Fan noise some time loud...but it can adjust...
Keyboard most liked one....with fantastic RGB color...I liked very much...
.
Battery is very disappointing.....don't buy if you are concern about battery...it is a gaming laptop so...it want plug in to play good...so it's ok but sad for me
.iam order it fo...
READ MORE",3
2207,Best in the market!,"Doesn't feel like a i5, feels like you're using a high end desktop.

Battery is low which is understandable since it's a gaming laptop.

The most amazing feature i like about this laptop is it's highly customisable, if you need to work and don't want too much power just use silent mode or windows mode, it will put the gpu to power saving mode.

If you want to play games use performance or turbo mode.

Modes can be setup of games also, like using fps mode for games like CSGO and rpg mode for A...
READ MORE",5
2208,Mind-blowing purchase,"The product is Excellent in this price range. You just have to upgrade ram and install a hdd then it will be good to go. The battery is not that good. But battery life of gaming laptops are not that good everybody knows. It has two variants , the 1650ti will cost you 66k which i think is not worth it, because 1650ti has a very slight performance difference as compare to 1650. So you should go for 1650 and then install ram and hdd which will cost you around 6-7k",5
2209,Awesome,"Terrific purchase
Performance : great, i5 10th gen runs smooth
Display : wasn't extra ordinary, but quite good
Keyboard : just loved it , great aura of color which you can customize for backlight
Battery : surprisingly well, it lasted for a day with backlights off and default windows mode and intel uhd graphics enabled. 150W charger charges it real quick
Camera : not so great, good thing is it has a webcam
Design : I just loved it. It really is tough (tuf)
Other than this, upgrading is quite ...
READ MORE",5
